Country;Year;Series;Capital city;Value
Serbia;2018;Urban population(percent);;56.1
Serbia;2018;Capital city population(thousands) ;Belgrade;1389
Seychelles;2005;Urban population(percent);;51.7
Seychelles;2005;Urban population(percent growth rate per annum);;2.3
Seychelles;2005;Rural population(percent growth rate per annum);;1.3
Seychelles;2010;Urban population(percent);;53.3
Seychelles;2010;Urban population(percent growth rate per annum);;1.2
Seychelles;2010;Rural population(percent growth rate per annum);;-0.1
Seychelles;2015;Urban population(percent);;55.4
Seychelles;2015;Urban population(percent growth rate per annum);;1.3
Seychelles;2015;Rural population(percent growth rate per annum);;-0.4
Seychelles;2018;Urban population(percent);;56.7
Seychelles;2018;Capital city population(thousands) ;Victoria;28
Sierra Leone;2005;Urban population(percent);;36.9
Sierra Leone;2005;Urban population(percent growth rate per annum);;5.0
Sierra Leone;2005;Rural population(percent growth rate per annum);;3.9
Sierra Leone;2005;Capital city population(thousands) ;Freetown;786
Sierra Leone;2005;Capital city population(as a percentage of total population);Freetown;13.9
Sierra Leone;2005;Capital city population(as a percentage of total urban population);Freetown;37.6
Sierra Leone;2010;Urban population(percent);;38.9
Sierra Leone;2010;Urban population(percent growth rate per annum);;3.7
Sierra Leone;2010;Rural population(percent growth rate per annum);;2.0
Sierra Leone;2010;Capital city population(thousands) ;Freetown;905
Sierra Leone;2010;Capital city population(as a percentage of total population);Freetown;14.0
Sierra Leone;2010;Capital city population(as a percentage of total urban population);Freetown;36.1
Sierra Leone;2015;Urban population(percent);;40.8
Sierra Leone;2015;Urban population(percent growth rate per annum);;3.3
Sierra Leone;2015;Rural population(percent growth rate per annum);;1.6
Sierra Leone;2015;Capital city population(thousands) ;Freetown;1043
Sierra Leone;2015;Capital city population(as a percentage of total population);Freetown;14.4
Sierra Leone;2015;Capital city population(as a percentage of total urban population);Freetown;35.3
Sierra Leone;2018;Urban population(percent);;42.1
Sierra Leone;2018;Capital city population(thousands) ;Freetown;1136
Singapore;2005;Urban population(percent);;100.0
Singapore;2005;Urban population(percent growth rate per annum);;2.8
Singapore;2005;Rural population(percent growth rate per annum);;0.0
Singapore;2005;Capital city population(thousands) ;Singapore;4491
Singapore;2005;Capital city population(as a percentage of total population);Singapore;100.0
Singapore;2005;Capital city population(as a percentage of total urban population);Singapore;100.0
Singapore;2010;Urban population(percent);;100.0
Singapore;2010;Urban population(percent growth rate per annum);;2.4
Singapore;2010;Rural population(percent growth rate per annum);;0.0
Singapore;2010;Capital city population(thousands) ;Singapore;5074
Singapore;2010;Capital city population(as a percentage of total population);Singapore;100.0
Singapore;2010;Capital city population(as a percentage of total urban population);Singapore;100.0
Singapore;2015;Urban population(percent);;100.0
Singapore;2015;Urban population(percent growth rate per annum);;1.7
Singapore;2015;Rural population(percent growth rate per annum);;0.0
Singapore;2015;Capital city population(thousands) ;Singapore;5535
Singapore;2015;Capital city population(as a percentage of total population);Singapore;100.0
Singapore;2015;Capital city population(as a percentage of total urban population);Singapore;100.0
Singapore;2018;Urban population(percent);;100.0
Singapore;2018;Capital city population(thousands) ;Singapore;5792
Sint Maarten (Dutch part);2005;Urban population(percent);;100.0
Sint Maarten (Dutch part);2005;Urban population(percent growth rate per annum);;0.4
Sint Maarten (Dutch part);2005;Rural population(percent growth rate per annum);;0.0
Sint Maarten (Dutch part);2010;Urban population(percent);;100.0
Sint Maarten (Dutch part);2010;Urban population(percent growth rate per annum);;0.4
Sint Maarten (Dutch part);2010;Rural population(percent growth rate per annum);;0.0
Sint Maarten (Dutch part);2015;Urban population(percent);;100.0
Sint Maarten (Dutch part);2015;Urban population(percent growth rate per annum);;3.1
Sint Maarten (Dutch part);2015;Rural population(percent growth rate per annum);;0.0
Sint Maarten (Dutch part);2018;Urban population(percent);;100.0
Sint Maarten (Dutch part);2018;Capital city population(thousands) ;Philipsburg;41
Slovakia;2005;Urban population(percent);;55.6
Slovakia;2005;Urban population(percent growth rate per annum);;-0.2
Slovakia;2005;Rural population(percent growth rate per annum);;0.3
Slovakia;2005;Capital city population(thousands) ;Bratislava;426
Slovakia;2005;Capital city population(as a percentage of total population);Bratislava;7.9
Slovakia;2005;Capital city population(as a percentage of total urban population);Bratislava;14.2
Slovakia;2010;Urban population(percent);;54.7
Slovakia;2010;Urban population(percent growth rate per annum);;-0.3
Slovakia;2010;Rural population(percent growth rate per annum);;0.4
Slovakia;2010;Capital city population(thousands) ;Bratislava;414
Slovakia;2010;Capital city population(as a percentage of total population);Bratislava;7.7
Slovakia;2010;Capital city population(as a percentage of total urban population);Bratislava;14.0
Slovakia;2015;Urban population(percent);;53.9
Slovakia;2015;Urban population(percent growth rate per annum);;-0.2
Slovakia;2015;Rural population(percent growth rate per annum);;0.5
Slovakia;2015;Capital city population(thousands) ;Bratislava;422
Slovakia;2015;Capital city population(as a percentage of total population);Bratislava;7.8
Slovakia;2015;Capital city population(as a percentage of total urban population);Bratislava;14.4
Slovakia;2018;Urban population(percent);;53.7
Slovakia;2018;Capital city population(thousands) ;Bratislava;430
Slovenia;2005;Urban population(percent);;51.5
Slovenia;2005;Urban population(percent growth rate per annum);;0.4
Slovenia;2005;Rural population(percent growth rate per annum);;-0.2
Slovenia;2010;Urban population(percent);;52.7
Slovenia;2010;Urban population(percent growth rate per annum);;0.9
Slovenia;2010;Rural population(percent growth rate per annum);;0.0
Slovenia;2015;Urban population(percent);;53.8
Slovenia;2015;Urban population(percent growth rate per annum);;0.7
Slovenia;2015;Rural population(percent growth rate per annum);;-0.2
Slovenia;2018;Urban population(percent);;54.5
Slovenia;2018;Capital city population(thousands) ;Ljubljana;286
Solomon Islands;2005;Urban population(percent);;17.8
Solomon Islands;2005;Urban population(percent growth rate per annum);;5.0
Solomon Islands;2005;Rural population(percent growth rate per annum);;2.1
Solomon Islands;2010;Urban population(percent);;20.0
Solomon Islands;2010;Urban population(percent growth rate per annum);;4.7
Solomon Islands;2010;Rural population(percent growth rate per annum);;1.8
Solomon Islands;2015;Urban population(percent);;22.4
Solomon Islands;2015;Urban population(percent growth rate per annum);;4.3
Solomon Islands;2015;Rural population(percent growth rate per annum);;1.6
Solomon Islands;2018;Urban population(percent);;23.7
Solomon Islands;2018;Capital city population(thousands) ;Honiara;82
Somalia;2005;Urban population(percent);;36.3
Somalia;2005;Urban population(percent growth rate per annum);;4.6
Somalia;2005;Rural population(percent growth rate per annum);;1.9
Somalia;2005;Capital city population(thousands) ;Mogadishu;1415
Somalia;2005;Capital city population(as a percentage of total population);Mogadishu;13.6
Somalia;2005;Capital city population(as a percentage of total urban population);Mogadishu;37.4
Somalia;2010;Urban population(percent);;39.3
Somalia;2010;Urban population(percent growth rate per annum);;4.5
Somalia;2010;Rural population(percent growth rate per annum);;2.0
Somalia;2010;Capital city population(thousands) ;Mogadishu;1353
Somalia;2010;Capital city population(as a percentage of total population);Mogadishu;11.2
Somalia;2010;Capital city population(as a percentage of total urban population);Mogadishu;28.6
Somalia;2015;Urban population(percent);;43.2
Somalia;2015;Urban population(percent growth rate per annum);;4.8
Somalia;2015;Rural population(percent growth rate per annum);;1.5
Somalia;2015;Capital city population(thousands) ;Mogadishu;1783
Somalia;2015;Capital city population(as a percentage of total population);Mogadishu;12.8
Somalia;2015;Capital city population(as a percentage of total urban population);Mogadishu;29.6
Somalia;2018;Urban population(percent);;45.0
Somalia;2018;Capital city population(thousands) ;Mogadishu;2082
South Africa;2005;Urban population(percent);;59.5
South Africa;2005;Urban population(percent growth rate per annum);;2.2
South Africa;2005;Rural population(percent growth rate per annum);;0.0
South Africa;2005;Capital city population(thousands) ;Pretoria;1334
South Africa;2005;Capital city population(as a percentage of total population);Pretoria;2.7
South Africa;2005;Capital city population(as a percentage of total urban population);Pretoria;4.6
South Africa;2010;Urban population(percent);;62.2
South Africa;2010;Urban population(percent growth rate per annum);;2.0
South Africa;2010;Rural population(percent growth rate per annum);;-0.3
South Africa;2010;Capital city population(thousands) ;Pretoria;1666
South Africa;2010;Capital city population(as a percentage of total population);Pretoria;3.2
South Africa;2010;Capital city population(as a percentage of total urban population);Pretoria;5.2
South Africa;2015;Urban population(percent);;64.8
South Africa;2015;Urban population(percent growth rate per annum);;2.2
South Africa;2015;Rural population(percent growth rate per annum);;0.0
South Africa;2015;Capital city population(thousands) ;Pretoria;2081
South Africa;2015;Capital city population(as a percentage of total population);Pretoria;3.8
South Africa;2015;Capital city population(as a percentage of total urban population);Pretoria;5.8
South Africa;2018;Urban population(percent);;66.4
South Africa;2018;Capital city population(thousands) ;Pretoria;2378
South Sudan;2005;Urban population(percent);;17.2
South Sudan;2005;Urban population(percent growth rate per annum);;4.6
South Sudan;2005;Rural population(percent growth rate per annum);;3.7
South Sudan;2005;Capital city population(thousands) ;Juba;202
South Sudan;2005;Capital city population(as a percentage of total population);Juba;2.5
South Sudan;2005;Capital city population(as a percentage of total urban population);Juba;14.5
South Sudan;2010;Urban population(percent);;17.9
South Sudan;2010;Urban population(percent growth rate per annum);;5.1
South Sudan;2010;Rural population(percent growth rate per annum);;4.2
South Sudan;2010;Capital city population(thousands) ;Juba;255
South Sudan;2010;Capital city population(as a percentage of total population);Juba;2.5
South Sudan;2010;Capital city population(as a percentage of total urban population);Juba;14.2
South Sudan;2015;Urban population(percent);;18.9
South Sudan;2015;Urban population(percent growth rate per annum);;4.4
South Sudan;2015;Rural population(percent growth rate per annum);;3.1
South Sudan;2015;Capital city population(thousands) ;Juba;321
South Sudan;2015;Capital city population(as a percentage of total population);Juba;2.7
South Sudan;2015;Capital city population(as a percentage of total urban population);Juba;14.3
South Sudan;2018;Urban population(percent);;19.6
South Sudan;2018;Capital city population(thousands) ;Juba;369
Spain;2005;Urban population(percent);;77.3
Spain;2005;Urban population(percent growth rate per annum);;1.7
Spain;2005;Rural population(percent growth rate per annum);;0.6
Spain;2005;Capital city population(thousands) ;Madrid;5383
Spain;2005;Capital city population(as a percentage of total population);Madrid;12.2
Spain;2005;Capital city population(as a percentage of total urban population);Madrid;15.8
Spain;2010;Urban population(percent);;78.4
Spain;2010;Urban population(percent growth rate per annum);;1.5
Spain;2010;Rural population(percent growth rate per annum);;0.1
Spain;2010;Capital city population(thousands) ;Madrid;5787
Spain;2010;Capital city population(as a percentage of total population);Madrid;12.4
Spain;2010;Capital city population(as a percentage of total urban population);Madrid;15.8
Spain;2015;Urban population(percent);;79.6
Spain;2015;Urban population(percent growth rate per annum);;0.1
Spain;2015;Rural population(percent growth rate per annum);;-1.3
Spain;2015;Capital city population(thousands) ;Madrid;6221
Spain;2015;Capital city population(as a percentage of total population);Madrid;13.4
Spain;2015;Capital city population(as a percentage of total urban population);Madrid;16.8
Spain;2018;Urban population(percent);;80.3
Spain;2018;Capital city population(thousands) ;Madrid;6497
Sri Lanka;2005;Urban population(percent);;18.3
Sri Lanka;2005;Urban population(percent growth rate per annum);;0.7
Sri Lanka;2005;Rural population(percent growth rate per annum);;0.8
Sri Lanka;2005;Capital city population(thousands) ;Colombo;614
Sri Lanka;2005;Capital city population(as a percentage of total population);Colombo;3.1
Sri Lanka;2005;Capital city population(as a percentage of total urban population);Colombo;17.2
Sri Lanka;2010;Urban population(percent);;18.2
Sri Lanka;2010;Urban population(percent growth rate per annum);;0.6
Sri Lanka;2010;Rural population(percent growth rate per annum);;0.7
Sri Lanka;2010;Capital city population(thousands) ;Colombo;574
Sri Lanka;2010;Capital city population(as a percentage of total population);Colombo;2.8
Sri Lanka;2010;Capital city population(as a percentage of total urban population);Colombo;15.6
Sri Lanka;2015;Urban population(percent);;18.3
Sri Lanka;2015;Urban population(percent growth rate per annum);;0.5
Sri Lanka;2015;Rural population(percent growth rate per annum);;0.5
Sri Lanka;2015;Capital city population(thousands) ;Colombo;581
Sri Lanka;2015;Capital city population(as a percentage of total population);Colombo;2.8
Sri Lanka;2015;Capital city population(as a percentage of total urban population);Colombo;15.4
Sri Lanka;2018;Urban population(percent);;18.5
Sri Lanka;2018;Capital city population(thousands) ;Colombo;600
State of Palestine;2005;Urban population(percent);;73.1
State of Palestine;2005;Urban population(percent growth rate per annum);;2.4
State of Palestine;2005;Rural population(percent growth rate per annum);;1.3
State of Palestine;2010;Urban population(percent);;74.1
State of Palestine;2010;Urban population(percent growth rate per annum);;2.9
State of Palestine;2010;Rural population(percent growth rate per annum);;1.7
State of Palestine;2015;Urban population(percent);;75.4
State of Palestine;2015;Urban population(percent growth rate per annum);;3.1
State of Palestine;2015;Rural population(percent growth rate per annum);;1.8
State of Palestine;2018;Urban population(percent);;76.2
State of Palestine;2018;Capital city population(thousands) ;East Jerusalem;275
Sudan;2005;Urban population(percent);;32.8
Sudan;2005;Urban population(percent growth rate per annum);;2.7
Sudan;2005;Rural population(percent growth rate per annum);;2.4
Sudan;2005;Capital city population(thousands) ;Khartoum;3979
Sudan;2005;Capital city population(as a percentage of total population);Khartoum;12.9
Sudan;2005;Capital city population(as a percentage of total urban population);Khartoum;39.3
Sudan;2010;Urban population(percent);;33.1
Sudan;2010;Urban population(percent growth rate per annum);;2.3
Sudan;2010;Rural population(percent growth rate per annum);;2.0
Sudan;2010;Capital city population(thousands) ;Khartoum;4517
Sudan;2010;Capital city population(as a percentage of total population);Khartoum;13.1
Sudan;2010;Capital city population(as a percentage of total urban population);Khartoum;39.7
Sudan;2015;Urban population(percent);;33.9
Sudan;2015;Urban population(percent growth rate per annum);;2.8
Sudan;2015;Rural population(percent growth rate per annum);;2.1
Sudan;2015;Capital city population(thousands) ;Khartoum;5128
Sudan;2015;Capital city population(as a percentage of total population);Khartoum;13.3
Sudan;2015;Capital city population(as a percentage of total urban population);Khartoum;39.2
Sudan;2018;Urban population(percent);;34.6
Sudan;2018;Capital city population(thousands) ;Khartoum;5534
Suriname;2005;Urban population(percent);;66.7
Suriname;2005;Urban population(percent growth rate per annum);;1.2
Suriname;2005;Rural population(percent growth rate per annum);;1.0
Suriname;2010;Urban population(percent);;66.3
Suriname;2010;Urban population(percent growth rate per annum);;1.0
Suriname;2010;Rural population(percent growth rate per annum);;1.3
Suriname;2015;Urban population(percent);;66.1
Suriname;2015;Urban population(percent growth rate per annum);;0.9
Suriname;2015;Rural population(percent growth rate per annum);;1.2
Suriname;2018;Urban population(percent);;66.1
Suriname;2018;Capital city population(thousands) ;Paramaribo;239
Sweden;2005;Urban population(percent);;84.3
Sweden;2005;Urban population(percent growth rate per annum);;0.4
Sweden;2005;Rural population(percent growth rate per annum);;0.0
Sweden;2005;Capital city population(thousands) ;Stockholm;1248
Sweden;2005;Capital city population(as a percentage of total population);Stockholm;13.8
Sweden;2005;Capital city population(as a percentage of total urban population);Stockholm;16.4
Sweden;2010;Urban population(percent);;85.1
Sweden;2010;Urban population(percent growth rate per annum);;0.9
Sweden;2010;Rural population(percent growth rate per annum);;-0.2
Sweden;2010;Capital city population(thousands) ;Stockholm;1360
Sweden;2010;Capital city population(as a percentage of total population);Stockholm;14.5
Sweden;2010;Capital city population(as a percentage of total urban population);Stockholm;17.0
Sweden;2015;Urban population(percent);;86.6
Sweden;2015;Urban population(percent growth rate per annum);;1.1
Sweden;2015;Rural population(percent growth rate per annum);;-1.3
Sweden;2015;Capital city population(thousands) ;Stockholm;1495
Sweden;2015;Capital city population(as a percentage of total population);Stockholm;15.3
Sweden;2015;Capital city population(as a percentage of total urban population);Stockholm;17.7
Sweden;2018;Urban population(percent);;87.4
Sweden;2018;Capital city population(thousands) ;Stockholm;1583
Switzerland;2005;Urban population(percent);;73.5
Switzerland;2005;Urban population(percent growth rate per annum);;0.7
Switzerland;2005;Rural population(percent growth rate per annum);;0.6
Switzerland;2005;Capital city population(thousands) ;Bern;367
Switzerland;2005;Capital city population(as a percentage of total population);Bern;5.0
Switzerland;2005;Capital city population(as a percentage of total urban population);Bern;6.7
Switzerland;2010;Urban population(percent);;73.6
Switzerland;2010;Urban population(percent growth rate per annum);;1.1
Switzerland;2010;Rural population(percent growth rate per annum);;1.0
Switzerland;2010;Capital city population(thousands) ;Bern;387
Switzerland;2010;Capital city population(as a percentage of total population);Bern;4.9
Switzerland;2010;Capital city population(as a percentage of total urban population);Bern;6.7
Switzerland;2015;Urban population(percent);;73.7
Switzerland;2015;Urban population(percent growth rate per annum);;1.2
Switzerland;2015;Rural population(percent growth rate per annum);;1.1
Switzerland;2015;Capital city population(thousands) ;Bern;409
Switzerland;2015;Capital city population(as a percentage of total population);Bern;4.9
Switzerland;2015;Capital city population(as a percentage of total urban population);Bern;6.7
Switzerland;2018;Urban population(percent);;73.8
Switzerland;2018;Capital city population(thousands) ;Bern;422
Syrian Arab Republic;2005;Urban population(percent);;53.8
Syrian Arab Republic;2005;Urban population(percent growth rate per annum);;2.9
Syrian Arab Republic;2005;Rural population(percent growth rate per annum);;1.4
Syrian Arab Republic;2005;Capital city population(thousands) ;Damascus;2200
Syrian Arab Republic;2005;Capital city population(as a percentage of total population);Damascus;12.0
Syrian Arab Republic;2005;Capital city population(as a percentage of total urban population);Damascus;22.4
Syrian Arab Republic;2010;Urban population(percent);;55.6
Syrian Arab Republic;2010;Urban population(percent growth rate per annum);;3.4
Syrian Arab Republic;2010;Rural population(percent growth rate per annum);;2.0
Syrian Arab Republic;2010;Capital city population(thousands) ;Damascus;2401
Syrian Arab Republic;2010;Capital city population(as a percentage of total population);Damascus;11.4
Syrian Arab Republic;2010;Capital city population(as a percentage of total urban population);Damascus;20.5
Syrian Arab Republic;2015;Urban population(percent);;52.2
Syrian Arab Republic;2015;Urban population(percent growth rate per annum);;-3.6
Syrian Arab Republic;2015;Rural population(percent growth rate per annum);;-0.8
Syrian Arab Republic;2015;Capital city population(thousands) ;Damascus;2223
Syrian Arab Republic;2015;Capital city population(as a percentage of total population);Damascus;11.9
Syrian Arab Republic;2015;Capital city population(as a percentage of total urban population);Damascus;22.7
Syrian Arab Republic;2018;Urban population(percent);;54.2
Syrian Arab Republic;2018;Capital city population(thousands) ;Damascus;2320
Tajikistan;2005;Urban population(percent);;26.5
Tajikistan;2005;Urban population(percent growth rate per annum);;2.0
Tajikistan;2005;Rural population(percent growth rate per annum);;2.0
Tajikistan;2005;Capital city population(thousands) ;Dushanbe;640
Tajikistan;2005;Capital city population(as a percentage of total population);Dushanbe;9.3
Tajikistan;2005;Capital city population(as a percentage of total urban population);Dushanbe;35.2
Tajikistan;2010;Urban population(percent);;26.5
Tajikistan;2010;Urban population(percent growth rate per annum);;2.2
Tajikistan;2010;Rural population(percent growth rate per annum);;2.2
Tajikistan;2010;Capital city population(thousands) ;Dushanbe;721
Tajikistan;2010;Capital city population(as a percentage of total population);Dushanbe;9.4
Tajikistan;2010;Capital city population(as a percentage of total urban population);Dushanbe;35.6
Tajikistan;2015;Urban population(percent);;26.7
Tajikistan;2015;Urban population(percent growth rate per annum);;2.4
Tajikistan;2015;Rural population(percent growth rate per annum);;2.2
Tajikistan;2015;Capital city population(thousands) ;Dushanbe;812
Tajikistan;2015;Capital city population(as a percentage of total population);Dushanbe;9.5
Tajikistan;2015;Capital city population(as a percentage of total urban population);Dushanbe;35.5
Tajikistan;2018;Urban population(percent);;27.1
Tajikistan;2018;Capital city population(thousands) ;Dushanbe;873
Thailand;2005;Urban population(percent);;37.4
Thailand;2005;Urban population(percent growth rate per annum);;4.3
Thailand;2005;Rural population(percent growth rate per annum);;-1.1
Thailand;2005;Capital city population(thousands) ;Bangkok;7272
Thailand;2005;Capital city population(as a percentage of total population);Bangkok;11.1
Thailand;2005;Capital city population(as a percentage of total urban population);Bangkok;29.7
Thailand;2010;Urban population(percent);;43.9
Thailand;2010;Urban population(percent growth rate per annum);;3.7
Thailand;2010;Rural population(percent growth rate per annum);;-1.6
Thailand;2010;Capital city population(thousands) ;Bangkok;8269
Thailand;2010;Capital city population(as a percentage of total population);Bangkok;12.3
Thailand;2010;Capital city population(as a percentage of total urban population);Bangkok;28.1
Thailand;2015;Urban population(percent);;47.7
Thailand;2015;Urban population(percent growth rate per annum);;2.1
Thailand;2015;Rural population(percent growth rate per annum);;-1.0
Thailand;2015;Capital city population(thousands) ;Bangkok;9403
Thailand;2015;Capital city population(as a percentage of total population);Bangkok;13.7
Thailand;2015;Capital city population(as a percentage of total urban population);Bangkok;28.7
Thailand;2018;Urban population(percent);;49.9
Thailand;2018;Capital city population(thousands) ;Bangkok;10156
TFYR of Macedonia;2005;Urban population(percent);;57.5
TFYR of Macedonia;2005;Urban population(percent growth rate per annum);;-0.1
TFYR of Macedonia;2005;Rural population(percent growth rate per annum);;0.7
TFYR of Macedonia;2005;Capital city population(thousands) ;Skopje;485
TFYR of Macedonia;2005;Capital city population(as a percentage of total population);Skopje;23.6
TFYR of Macedonia;2005;Capital city population(as a percentage of total urban population);Skopje;40.9
TFYR of Macedonia;2010;Urban population(percent);;57.1
TFYR of Macedonia;2010;Urban population(percent growth rate per annum);;-0.1
TFYR of Macedonia;2010;Rural population(percent growth rate per annum);;0.3
TFYR of Macedonia;2010;Capital city population(thousands) ;Skopje;521
TFYR of Macedonia;2010;Capital city population(as a percentage of total population);Skopje;25.2
TFYR of Macedonia;2010;Capital city population(as a percentage of total urban population);Skopje;44.1
TFYR of Macedonia;2015;Urban population(percent);;57.4
TFYR of Macedonia;2015;Urban population(percent growth rate per annum);;0.2
TFYR of Macedonia;2015;Rural population(percent growth rate per annum);;-0.1
TFYR of Macedonia;2015;Capital city population(thousands) ;Skopje;560
TFYR of Macedonia;2015;Capital city population(as a percentage of total population);Skopje;26.9
TFYR of Macedonia;2015;Capital city population(as a percentage of total urban population);Skopje;46.9
TFYR of Macedonia;2018;Urban population(percent);;58.0
TFYR of Macedonia;2018;Capital city population(thousands) ;Skopje;584
Timor-Leste;2005;Urban population(percent);;26.0
Timor-Leste;2005;Urban population(percent growth rate per annum);;4.7
Timor-Leste;2005;Rural population(percent growth rate per annum);;2.8
Timor-Leste;2010;Urban population(percent);;27.7
Timor-Leste;2010;Urban population(percent growth rate per annum);;2.8
Timor-Leste;2010;Rural population(percent growth rate per annum);;1.1
Timor-Leste;2015;Urban population(percent);;29.5
Timor-Leste;2015;Urban population(percent growth rate per annum);;3.5
Timor-Leste;2015;Rural population(percent growth rate per annum);;1.7
Timor-Leste;2018;Urban population(percent);;30.6
Timor-Leste;2018;Capital city population(thousands) ;Dili;281
Togo;2005;Urban population(percent);;35.2
Togo;2005;Urban population(percent growth rate per annum);;4.0
Togo;2005;Rural population(percent growth rate per annum);;2.0
Togo;2005;Capital city population(thousands) ;Lomé;1315
Togo;2005;Capital city population(as a percentage of total population);Lomé;23.1
Togo;2005;Capital city population(as a percentage of total urban population);Lomé;65.8
Togo;2010;Urban population(percent);;37.5
Togo;2010;Urban population(percent growth rate per annum);;4.0
Togo;2010;Rural population(percent growth rate per annum);;2.0
Togo;2010;Capital city population(thousands) ;Lomé;1466
Togo;2010;Capital city population(as a percentage of total population);Lomé;22.6
Togo;2010;Capital city population(as a percentage of total urban population);Lomé;60.1
Togo;2015;Urban population(percent);;40.1
Togo;2015;Urban population(percent growth rate per annum);;4.0
Togo;2015;Rural population(percent growth rate per annum);;1.8
Togo;2015;Capital city population(thousands) ;Lomé;1635
Togo;2015;Capital city population(as a percentage of total population);Lomé;22.0
Togo;2015;Capital city population(as a percentage of total urban population);Lomé;55.0
Togo;2018;Urban population(percent);;41.7
Togo;2018;Capital city population(thousands) ;Lomé;1746
Tokelau;2005;Urban population(percent);;0.0
Tokelau;2005;Urban population(percent growth rate per annum);;0.0
Tokelau;2005;Rural population(percent growth rate per annum);;-5.0
Tokelau;2010;Urban population(percent);;0.0
Tokelau;2010;Urban population(percent growth rate per annum);;0.0
Tokelau;2010;Rural population(percent growth rate per annum);;-1.2
Tokelau;2015;Urban population(percent);;0.0
Tokelau;2015;Urban population(percent growth rate per annum);;0.0
Tokelau;2015;Rural population(percent growth rate per annum);;1.9
Tokelau;2018;Urban population(percent);;0.0
Tonga;2005;Urban population(percent);;23.2
Tonga;2005;Urban population(percent growth rate per annum);;0.7
Tonga;2005;Rural population(percent growth rate per annum);;0.6
Tonga;2010;Urban population(percent);;23.4
Tonga;2010;Urban population(percent growth rate per annum);;0.8
Tonga;2010;Rural population(percent growth rate per annum);;0.5
Tonga;2015;Urban population(percent);;23.3
Tonga;2015;Urban population(percent growth rate per annum);;0.3
Tonga;2015;Rural population(percent growth rate per annum);;0.5
Tonga;2018;Urban population(percent);;23.1
Tonga;2018;Capital city population(thousands) ;Nuku'alofa;23
Trinidad and Tobago;2005;Urban population(percent);;55.0
Trinidad and Tobago;2005;Urban population(percent growth rate per annum);;0.1
Trinidad and Tobago;2005;Rural population(percent growth rate per annum);;0.9
Trinidad and Tobago;2005;Capital city population(thousands) ;Port of Spain;547
Trinidad and Tobago;2005;Capital city population(as a percentage of total population);Port of Spain;42.2
Trinidad and Tobago;2005;Capital city population(as a percentage of total urban population);Port of Spain;76.8
Trinidad and Tobago;2010;Urban population(percent);;54.0
Trinidad and Tobago;2010;Urban population(percent growth rate per annum);;0.1
Trinidad and Tobago;2010;Rural population(percent growth rate per annum);;0.9
Trinidad and Tobago;2010;Capital city population(thousands) ;Port of Spain;546
Trinidad and Tobago;2010;Capital city population(as a percentage of total population);Port of Spain;41.1
Trinidad and Tobago;2010;Capital city population(as a percentage of total urban population);Port of Spain;76.1
Trinidad and Tobago;2015;Urban population(percent);;53.3
Trinidad and Tobago;2015;Urban population(percent growth rate per annum);;0.2
Trinidad and Tobago;2015;Rural population(percent growth rate per annum);;0.8
Trinidad and Tobago;2015;Capital city population(thousands) ;Port of Spain;545
Trinidad and Tobago;2015;Capital city population(as a percentage of total population);Port of Spain;40.1
Trinidad and Tobago;2015;Capital city population(as a percentage of total urban population);Port of Spain;75.2
Trinidad and Tobago;2018;Urban population(percent);;53.2
Trinidad and Tobago;2018;Capital city population(thousands) ;Port of Spain;544
Tunisia;2005;Urban population(percent);;65.2
Tunisia;2005;Urban population(percent growth rate per annum);;1.4
Tunisia;2005;Rural population(percent growth rate per annum);;-0.2
Tunisia;2005;Capital city population(thousands) ;Tunis;1859
Tunisia;2005;Capital city population(as a percentage of total population);Tunis;18.4
Tunisia;2005;Capital city population(as a percentage of total urban population);Tunis;28.2
Tunisia;2010;Urban population(percent);;66.7
Tunisia;2010;Urban population(percent growth rate per annum);;1.5
Tunisia;2010;Rural population(percent growth rate per annum);;0.2
Tunisia;2010;Capital city population(thousands) ;Tunis;2014
Tunisia;2010;Capital city population(as a percentage of total population);Tunis;18.9
Tunisia;2010;Capital city population(as a percentage of total urban population);Tunis;28.4
Tunisia;2015;Urban population(percent);;68.1
Tunisia;2015;Urban population(percent growth rate per annum);;1.6
Tunisia;2015;Rural population(percent growth rate per annum);;0.3
Tunisia;2015;Capital city population(thousands) ;Tunis;2183
Tunisia;2015;Capital city population(as a percentage of total population);Tunis;19.4
Tunisia;2015;Capital city population(as a percentage of total urban population);Tunis;28.5
Tunisia;2018;Urban population(percent);;68.9
Tunisia;2018;Capital city population(thousands) ;Tunis;2291
Turkey;2005;Urban population(percent);;67.8
Turkey;2005;Urban population(percent growth rate per annum);;2.4
Turkey;2005;Rural population(percent growth rate per annum);;-0.4
Turkey;2005;Capital city population(thousands) ;Ankara;3638
Turkey;2005;Capital city population(as a percentage of total population);Ankara;5.4
Turkey;2005;Capital city population(as a percentage of total urban population);Ankara;7.9
Turkey;2010;Urban population(percent);;70.8
Turkey;2010;Urban population(percent growth rate per annum);;2.1
Turkey;2010;Rural population(percent growth rate per annum);;-0.7
Turkey;2010;Capital city population(thousands) ;Ankara;4166
Turkey;2010;Capital city population(as a percentage of total population);Ankara;5.8
Turkey;2010;Capital city population(as a percentage of total urban population);Ankara;8.1
Turkey;2015;Urban population(percent);;73.6
Turkey;2015;Urban population(percent growth rate per annum);;2.4
Turkey;2015;Rural population(percent growth rate per annum);;-0.4
Turkey;2015;Capital city population(thousands) ;Ankara;4633
